id,legacy_pid_tesim
dz010r12t,tufts:pa.speakerofthehouse.5.1824
ff365635p,tufts:pa.speakerofthehouse.1821
xk81jm50r,tufts:pa.speakerofthehouse.thirdballot.1820
cr56n2173,tufts:pa.speakerofthehouse.secondballot.1820
rx913q96c,tufts:pa.speakerofthehouse.sixthballot.1820
nc580n93z,tufts:pa.speakerofthesenate.1807
td96k355j,tufts:pa.speakerofthesenate.1805
b2773w74v,tufts:pa.speakerofthesenate.1806
7m01bm87x,tufts:pa.speakerofthesenate.1808
wd375x36t,tufts:pa.speakerofthesenate.1811
c247dt084,tufts:pa.speakerofthesenate.1809
79407z33t,tufts:pa.speakerofthesenate.december.1821
pk02cb94c,tufts:pa.speakerofthesenate.december6.secondballot.1814
f7623d722,tufts:pa.speakerofthesenate.december6.firstballot.1814
3x816n73d,tufts:pa.speakerofthesenate.1816
dr26xz60v,tufts:pa.speakerofthesenate.1815
qn59q511z,tufts:pa.speakerofthesenate.1817
fb494963m,tufts:pa.speakerofthesenate.1824
n583xw13b,tufts:pa.special.congress.1817
hm50ts91m,tufts:pa.special.us.senate.1801
sx61dn35h,tufts:pa.specialassembly.montgomery.1806
bg257g35d,tufts:pa.special.assembly.philadelphiacounty.1798
1n79h5262,tufts:pa.specialassembly.franklin.1807
pz50gx250,tufts:pa.speakerofthesenate.secondballot.april.1821
79407z35c,tufts:pa.special.assembly.washingtoncounty.1798
7d278v35w,tufts:pa.special.selectcouncil.philadelphiacity.1802
5x21tg50m,tufts:pa.speakerofthesenate.specialelection.1816
qj72p816t,tufts:pa.statesenator10.1808
41687j71d,tufts:pa.statesenator10.1805
41687j704,tufts:pa.statesenator10.1798
8049g632v,tufts:pa.stateprinter.germanjournal.1799
bg257g36p,tufts:pa.stateprinter.englishjournal.1799
hq37vp65h,tufts:pa.stateprinter.germanjournal.1stballot.1818
nz8060879,tufts:pa.stateprinter.bills.1818
z316q265z,tufts:pa.stateprinter.bills.1822
g158bj39d,tufts:pa.stateprinter.englishjournal.1818
q237ht10x,tufts:pa.statesenator11.1819
t148fj20f,tufts:pa.statesenator10.1811
v979v438h,tufts:pa.statesenator11.1811
3484zh868,tufts:pa.statesenator10.1824
ks65hd308,tufts:pa.statesenator11.1817
0c483k37z,tufts:pa.statesenator11.1813
2b88qd322,tufts:pa.statesenator11.1809
w9505160j,tufts:pa.statesenator11.1796
7h149q900,tufts:pa.statesenator11.1822
5h73px11w,tufts:pa.statesenator1.1801
2227mq70h,tufts:pa.statesenator1.1800
m039k605q,tufts:pa.statesenator1.1804
8w32r661d,tufts:pa.statesenator1.1802
c821gm00d,tufts:pa.statesenator1.1799
5425kb76p,tufts:pa.statesenator1.1798
gb19f696t,tufts:pa.statesenator1.1797
3r074v950,tufts:pa.statesenator1.1803
sq87bv750,tufts:pa.statesenator1.1796
kd17ct965,tufts:pa.statesenator1.1807
x633f2010,tufts:pa.statesenator1.1805
cj82k845h,tufts:pa.statesenator1.1806
jm214q340,tufts:pa.statesenator1.1818
6d56zx78p,tufts:pa.statesenator1.1811
6969z192f,tufts:pa.statesenator1.1814
st74cr579,tufts:pa.statesenator1.1809
qf85nc469,tufts:pa.statesenator1.1808
qz20st71r,tufts:pa.statesenator12.1823
4m90dw62r,tufts:pa.statesenator.12.1812
d217qq598,tufts:pa.statesenator1.1819
x346d5374,tufts:pa.statesenator12.1801
r781wh19h,tufts:pa.statesenator1.1822
q524jp915,tufts:pa.statesenator13.1809
cr56n219n,tufts:pa.statesenator12.1798
g732db06b,tufts:pa.statesenator12.1799
3484zh87j,tufts:pa.statesenator1.1823
8336h306g,tufts:pa.statesenator14.1813
6h440t52x,tufts:pa.statesenator14.1803
ks65hd31j,tufts:pa.statesenator14.1823
v979v439s,tufts:pa.statesenator14.1821
gb19f6973,tufts:pa.statesenator13.1821
44558f494,tufts:pa.statesenator13.1813
qj72p8173,tufts:pa.statesenator14.1802
r494vm29h,tufts:pa.statesenator14.1807
mg74qn31d,tufts:pa.statesenator1.specialelection.1805
x346d538d,tufts:pa.statesenator.2.1812
vh53ww87j,tufts:pa.statesenator1.specialelection.1798
000001163,tufts:pa.statesenator.9.1812
4q77fs44b,tufts:pa.statesenator.18.1812
5t34sk51n,tufts:de.levycourtcommissioner.kent.1799
vh53ww868,tufts:pa.statesenator15.1803
kk91fm61h,tufts:de.councillor.kent.1791
hx11xg52x,tufts:ma.staterepresentative.falmouth.1795
rv042v29h,tufts:ma.governor.1821
rv042v287,tufts:ma.governor.1792
th83m0473,tufts:ma.selectmen.boston.1807
d504rm544,tufts:de.statesenator.sussex.1809
c534fq02q,tufts:ga.assembly.washington.1802
pv63g158g,tufts:de.statesenator.sussex.1821
mk61rj01x,tufts:ma.senator.worcester.1796
2j62s589g,tufts:nh.register.hillsborough.1795
tx31qj86n,tufts:nh.register.hillsborough.1797
cr56n220d,tufts:nh.statesenate.2.1795
t435gf19x,tufts:nh.statesenate.3.1796
qj72p819n,tufts:nh.statesenate.5.1799
qj72p820d,tufts:nh.treasurer.rockingham.1799
w37638013,tufts:nh.treasurer.strafford.1798
pn89d769h,tufts:nh.treasurer.strafford.1802
3x816n74p,tufts:nh.uscongress.1804
v692t737q,tufts:nh.uscongress.1802
s4655h58r,tufts:nh.uscongress.1796
d217qq601,tufts:ny.assembly.montgomery.1809
zs25x943r,tufts:ny.assembly.niagarachautauquacattaraugus.1821
5q47rp91c,tufts:ny.assembly.onondaga.1802
3f462655d,tufts:ny.assembly.onondaga.1801
d217qq619,tufts:ny.assembly.onondaga.1810
rv042v32t,tufts:ny.assembly.onondaga.1816
5q47rp92n,tufts:ny.assembly.onondaga.1815
j098zc13r,tufts:ny.assembly.onondaga.1817
mp48sd947,tufts:ny.assembly.orange.1792
707958894,tufts:ny.assembly.orange.1804
3b591972t,tufts:ny.assembly.orange.1809
v979v441t,tufts:ny.assembly.orange.1808
hq37vp68b,tufts:ny.assembly.orange.1806
f7623d74m,tufts:ny.assembly.otsego.1793
0r9674832,tufts:ny.assembly.queens.1809
g445cf373,tufts:ny.assembly.queens.1789
x633f2028,tufts:ny.assembly.queens.1790
8g84mn468,tufts:ny.assembly.queens.1791
cf95jc68k,tufts:ny.assembly.rensselaer.1804
pv63g161s,tufts:ny.assembly.rensselaer.1815
df65v8997,tufts:ny.assembly.rensselaer.1816
br86b465w,tufts:ny.assembly.rensselaer.1791
vx021g28r,tufts:ny.assembly.queens.1819
6d56zx79z,tufts:ny.assembly.queens.1810
ns0647227,tufts:ny.assembly.richmond.1808
ks65hd34c,tufts:ny.assembly.rockland.1824
cz30pt92r,tufts:ny.assembly.richmond.1812
8k71nj393,tufts:ny.assembly.richmond.1822
r494vm31j,tufts:ny.assembly.richmond.1816
8p58pf037,tufts:ny.assembly.schenectady.1809
6w924c95q,tufts:ny.assembly.schenectady.1817
3n204005p,tufts:ny.assembly.schenectady.1820
9306t048n,tufts:ny.assembly.schenectady.1810
6h440t536,tufts:ny.assembly.schenectady.1812
nz806089v,tufts:ny.assembly.schoharie.1814
dv13zv450,tufts:ny.assembly.schoharie.1798
pz50gx27j,tufts:ny.assembly.schoharie.1800
2227mq722,tufts:ny.assembly.steuben.1820
d217qq62k,tufts:ny.assembly.seneca.1824
mc87pr60m,tufts:ny.assembly.stlawrence.1818
th83m049n,tufts:ny.assembly.stlawrence.1819
h989r4391,tufts:ny.assembly.stlawrence.1820
pc289k21k,tufts:ny.assembly.suffolk.1793
z890rv461,tufts:ny.assembly.suffolk.1800
4f16c389w,tufts:ny.assembly.suffolk.1806
v405sb53w,tufts:ny.assembly.suffolk.1824
w9505161t,tufts:ny.assembly.tioga.1803
fn106z99b,tufts:ny.assembly.tompkins.1819
6108vc60d,tufts:ny.assembly.tioga.1819
v979v4423,tufts:ny.assembly.ulsterandsullivan.1816
sj139300k,tufts:ny.assembly.ulsterandsullivan.1820
0v838178f,tufts:ny.assembly.ulster.1795
wd375x38c,tufts:ny.assembly.washington.1807
z603qz82p,tufts:ny.assembly.washington.1797
r494vm333,tufts:ny.assembly.westchester.1793
c821gm05s,tufts:ny.assembly.westchester.1794
n296x0448,tufts:ny.assembly.washingtonandwarren.1819
zk51vh99v,tufts:ny.assembly.westchester.1818
dz010r14c,tufts:ny.assembly.westchester.1796
rn3012573,tufts:ny.assembly.westchester.1811
p2676w68g,tufts:pa.assembly.chester.1816
w95051623,tufts:pa.assembly.chester.1821
1v53jz19z,tufts:pa.assembly.chester.1818
8c97kr194,tufts:pa.assembly.chester.1819
4b29b7195,tufts:pa.assembly.crawforderiemercervenangowarrencounties.1815
4f16c390n,tufts:pa.assembly.crawforderiemercervenangowarren.1802
q237ht116,tufts:pa.assembly.chestercounty.1789
jw827c77j,tufts:pa.assembly.chestercounty.1791
9880vs100,tufts:pa.assembly.chestercounty.1792
xk81jm554,tufts:pa.assembly.chestercounty.1790
2r36tz425,tufts:pa.assembly.crawforderiewarrencounties.1808
3x816n75z,tufts:pa.assembly.crawforderiewarrencounties.1809
bz60cx193,tufts:pa.assembly.cumberland.1816
pz50gx28t,tufts:pa.assembly.crawforderiemercervenangowarrencounties.1816
z029p599j,tufts:pa.assembly.crawfordvenango.1824
6h440t54g,tufts:pa.assembly.cumberland.1804
sx61dn39m,tufts:pa.assembly.cumberland.1801
kk91fm64b,tufts:pa.assembly.cumberland.1815
x920fx911,tufts:pa.assembly.dauphin.1809
79407z37x,tufts:pa.assembly.dauphin.1804
vt150k38r,tufts:pa.assembly.dauphin.1803
qj72p824h,tufts:pa.assembly.cumberlandcounty.1793
8s45q994q,tufts:pa.assembly.cumberlandcounty.1791
8c97kr20w,tufts:pa.assembly.cumberlandcounty.1789
6969z193q,tufts:pa.assembly.delaware.1815
4f16c391x,tufts:pa.assembly.delaware.1812
9w0324230,tufts:pa.assembly.dauphincounty.1799
5712m785w,tufts:pa.assembly.dauphincounty.1796
2b88qd35w,tufts:pa.assembly.delaware.1805
1v53jz210,tufts:pa.assembly.delaware.1813
n009w334t,tufts:pa.assembly.delaware.1821
4x51hk37d,tufts:pa.assembly.fayette.1800
zp38wd56k,tufts:pa.assembly.fayette.1807
3484zh93p,tufts:pa.assembly.delawarecounty.1799
5712m7865,tufts:pa.assembly.fayette.1810
jd472x71n,tufts:pa.assembly.delawarecounty.1790
n296x045j,tufts:pa.assembly.fayettecounty.1799
2f75r919r,tufts:pa.assembly.franklin.1806
ms35t990c,tufts:pa.assembly.huntingdon.1804
zc77sr19n,tufts:pa.assembly.franklin.1811
fx719n70b,tufts:pa.assembly.huntingdon.1801
3r074v98t,tufts:pa.assembly.greene.1810
v692t7398,tufts:pa.assembly.greene.1821
m326m285p,tufts:pa.assembly.lancaster.1815
0p0968123,tufts:pa.assembly.huntingdon.1806
ft848r81m,tufts:pa.assembly.huntingdon.1813
sb397960j,tufts:pa.assembly.lebanon.1817
c534fq048,tufts:pa.assembly.lebanon.1820
mg74qn38b,tufts:pa.assembly.huntingdoncounty.1824
7s75dd632,tufts:pa.assembly.indianajeffersoncounties.1817
7d278v38q,tufts:pa.assembly.huntingdon.1810
5h73px14q,tufts:pa.assembly.luzerne.1811
rx913r00r,tufts:pa.assembly.lehigh.1820
cn69m516k,tufts:pa.assembly.luzerne.1801
44558f50w,tufts:pa.assembly.mifflin.1806
sb397961t,tufts:pa.assembly.mifflin.1802
j96021655,tufts:pa.assembly.luzerne.1802
xp68kh487,tufts:pa.assembly.lehighcounty.1824
1j92g858t,tufts:pa.assembly.montgomery.1805
ht24wk64g,tufts:pa.assembly.montgomery.1821
jm214q36j,tufts:pa.assembly.montogomery.1812
g445cf40d,tufts:pa.assembly.mifflin.1819
4m90dw68d,tufts:pa.assembly.montgomery.1819
zw12z632g,tufts:pa.assembly.montgomery.1817
jd472x72x,tufts:pa.assembly.northamptoncounty.1789
gt54kp211,tufts:pa.assembly.northamptoncounty.1798
nk322f57k,tufts:pa.assembly.northamptonpikewaynecounties.1823
hx11xg55r,tufts:pa.assembly.northumberland.1804
3197xm993,tufts:pa.assembly.washington.1800
zs25x9459,tufts:pa.assembly.union.1821
f1881m95w,tufts:pa.assembly.northumberland.1800
c821gm062,tufts:pa.assembly.northumberland.1801
w6634473c,tufts:pa.assembly.union.1818
3r074v993,tufts:pa.assembly.unioncounty.1824
db78td13m,tufts:pa.assembly.westmoreland.1811
5m60qt068,tufts:pa.assembly.york.1800
n296x046t,tufts:pa.assembly.washingtoncounty.1796
fn1070002,tufts:pa.assembly.washington.1807
fb4949680,tufts:pa.assembly.york.1802
4x51hk38p,tufts:pa.assembly.york.1803
jd472x736,tufts:pa.assembly.washingtoncounty.1790
nc580n96s,tufts:pa.assembly.yorkcounty.1822
3b591974c,tufts:pa.assembly.yorkcounty.1823
2v23vv44z,tufts:pa.assembly.yorkcounty.1793
pv63g1622,tufts:pa.assembly.york.1816
hm50ts98j,tufts:pa.assembly.yorkcounty.1799
z890rv479,tufts:pa.assembly.yorkcounty.1795
79407z386,tufts:pa.assembly.yorkcounty.1797
kd17ct98q,tufts:pa.assembly.york.1811
k35695762,tufts:pa.assembly.york.1814
5d86p1433,tufts:pa.assessor.philadelphiacity.upperdelaware.1808
ff365640j,tufts:pa.assessor.philadelphiacity.northmulberry.1808
ww72bc779,tufts:pa.assessor.philadelphiacity.highstreet.1808
3x816n767,tufts:pa.assessor.philadelphiacity.southmulberry.1808
v118rf81t,tufts:pa.auditor.northumberland.1811
bv73c1629,tufts:pa.auditor.mifflin.1810
s4655h62b,tufts:pa.auditor.montgomery.specialelection.1821
gb19f702r,tufts:pa.auditor.perrycounty.1824
fx719n71m,tufts:pa.auditor.northampton.1816
j96021680,tufts:pa.auditor.mifflin.1809
0v838180g,tufts:pa.auditor.philadelphiacitycounty.1818
bn999787p,tufts:pa.auditor.philadelphiacitycounty.1815
00000119x,tufts:pa.auditor.philadelphiacitycounty.1823
dz010r16x,tufts:pa.auditor.philadelphiacityphiladelphiacounty.1824
gx41mj807,tufts:pa.auditor.susquehanna.1814
z890rv48k,tufts:pa.auditor.somerset.1813
mg74qn39m,tufts:pa.auditor.union.1819
rn301259n,tufts:pa.auditor.york.1810
z316q270t,tufts:pa.commissioner.alleghenybeaverbutler.1800
kk91fm675,tufts:pa.commissioner.alleghenybeaverbutler.1802
g158bj41f,tufts:pa.commissioner.1year.luzerne.1809
1r66j228v,tufts:pa.bank.of.Philadelphia.director.1807
r781wh21j,tufts:pa.brigadiergeneral.2ndbrigade10thdivision.1821
jq085m12g,tufts:pa.commissioner.adams.1800
ns064724s,tufts:pa.commissioner.allegheny.1821
8049g6334,tufts:pa.commissioner.armstrongwestmoreland.1802
wp988k95r,tufts:pa.commissioner.armstrongindianawestmoreland.1806
th83m051p,tufts:pa.commissioner.alllegheny.1803
pv63g163b,tufts:pa.commissioner.beaver.1806
2f75r921s,tufts:pa.commissioner.armstrong.1808
6m311q54q,tufts:pa.commissioner.beaver.1808
9k41zf66n,tufts:pa.commissioner.alleghenycounty.1796
h128nf77g,tufts:pa.commissioner.alleghenycounty.1798
x059c855t,tufts:pa.commissioner.berks.1804
3f4626587,tufts:pa.commissioner.berks.1813
6m311q550,tufts:pa.commissioner.bucks.1811
jw827c78t,tufts:pa.commissioner.berks.1803
5m60qt07j,tufts:pa.commissioner.bucks.1803
wp988k961,tufts:pa.commissioner.buckscounty.1822
jm214q383,tufts:pa.commissioner.butler.1803
6m311q568,tufts:pa.commissioner.bucks.1813
9p290b33r,tufts:pa.commissioner.buckscounty.1824
d504rm56p,tufts:pa.commissioner.bucks.1819
0c483k408,tufts:pa.commissioner.bucks.1816
5h73px150,tufts:pa.commissioner.chester.1812
3197xn01x,tufts:pa.commissioner.chester.1813
wh246t37b,tufts:pa.commissioner.chester.1811
dz010r19r,tufts:pa.commissioner.chester.1810
8049g634d,tufts:pa.commissioner.chester.1806
w0892c13n,tufts:pa.commissioner.chester.1804
1z40kt938,tufts:pa.commissioner.chester.1800
fj236334n,tufts:pa.commissioner.crawford.1813
dz010r20h,tufts:pa.commissioner.cumberland.1803
b2773w77p,tufts:pa.commissioner.cumberlandcounty.1799
tm70mw41h,tufts:pa.commissioner.dauphin.1800
12579t50c,tufts:pa.commissioner.dauphin.1802
7h149q93t,tufts:pa.commissioner.dauphin.1801
tm70mw42s,tufts:pa.commissioner.dauphin.1810
9019s381f,tufts:pa.commissioner.dauphin.1807
r781wh22t,tufts:pa.commissioner.dauphin.1806
ks65hd376,tufts:pa.commissioner.dauphin.1813
9z903072x,tufts:ms.assembly.claiborne.1822
1v53jx76c,tufts:va.houseofdelegates.accomack.special.1817
12579t048,tufts:oh.countysheriff.knox.1815
sb3979224,tufts:va.houseofdelegates.mathews.1822
jm214q01f,tufts:oh.countysheriff.ross.1803
n296x010f,tufts:oh.countysheriff.ross.1804
vt150k102,tufts:oh.commissioner.montgomery.1819
b2773w49h,tufts:oh.statesenate.hamilton.1811
vh53ww53q,tufts:oh.statesenator.rossandpike.1815
3t945r39v,tufts:oh.statesenator.sciotocounty.1824
3484zh672,tufts:tn.congress.hamilton.1807
1c18dg68m,tufts:oh.countysheriff.ross.1818
7p88ch376,tufts:oh.coroner.knox.1817
f1881m64w,tufts:oh.statesenator.montgomery.1813
kp78gh20s,tufts:oh.countycommissioner.green.1811
wh246t04s,tufts:oh.statesenator.miami.1818
q237hs730,tufts:ny.council.1805
0r967455w,tufts:ny.uscongress4.1821
2z10wr05h,tufts:ny.uscongress6.1812
3197xm78b,tufts:va.houseofdelegates.newkent.1822
kk91fm33b,tufts:oh.statesenator.stark.1822
mc87pr23g,tufts:sc.assembly.allsaints.1816
x346d504k,tufts:sc.assembly.marion.1814
08612p35w,tufts:sc.assembly.lexington.1820
v979v397g,tufts:oh.countycommissioner.ross.1806
pc289j90s,tufts:va.congress.22.1823
12579t073,tufts:va.electors.2.1796
zs25x911g,tufts:va.houseofdelegates.amelia.1807
3j333299h,tufts:va.electors.17.1796
cn69m479n,tufts:va.houseofdelegates.bath.1806
rb68xc72b,tufts:va.executivecouncil.dismissal.b.first.1799
xd07gt59s,tufts:oh.staterepresentative.clermont.1806
pv63g1266,tufts:sc.assembly.kershaw.1814
fj2363099,tufts:oh.staterepresentative.champaigncounty.1824
7s75dd25n,tufts:sc.assembly.kershaw.1818
qr46r157m,tufts:oh.staterepresentative.fairfield.1803
b5644s42t,tufts:oh.staterepresentative.clermontcounty.1822
p8418p05p,tufts:sc.assembly.christchurch.1818
zk51vh669,tufts:sc.assembly.chesterfield.1820
r781wg865,tufts:oh.sheriff.perrycounty.1822
gt54kn886,tufts:ky.assemblyfayette.1817
70795853r,tufts:ct.ussenator.a.special.first.1824
tq57nr97p,tufts:ct.ussenator.a.special.second.1824
th83m023h,tufts:in.assembly.clark.1821
s1784m58h,tufts:ky.assemblyfayette.1815
9019s342r,tufts:nc.houseofcommons.lenoir.1810
qb98mg42z,tufts:nc.houseofcommons.lincoln.1812
2f75r887p,tufts:nc.houseofcommons.gates.1821
n870zr68z,tufts:oh.staterepresentative.ross.1808
4q77fs23k,tufts:oh.statesenate.butler.1805
0g354f922,tufts:ky.assemblylogan.1817
9306t022h,tufts:oh.staterepresentative.pickaway.1812
rx913q66n,tufts:ky.assemblyjessamine.1822
d791sh16x,tufts:ky.clerkofthesenate.1800
qf85nc19d,tufts:oh.staterepresentative.ross.1804
v979v3991,tufts:ky.clerkofthesenateballot2.1800
37720d56x,tufts:oh.ushouseofrepresentatives.1810
5t34sk269,tufts:oh.ushouseofrepresentatives.district6.1812
gb19f6574,tufts:va.houseofdelegates.henrico.1817
s4655h35f,tufts:oh.ussenate.ballot1.1810
ng451j252,tufts:va.houseofdelegates.henrico.1808
sf2685781,tufts:oh.statesenator.harrison.1818
m900nv230,tufts:oh.treasurer.1.1823
pk02cb623,tufts:ny.council.1806
p8418p077,tufts:ny.uscongress2.1789
4x51hk07p,tufts:ny.council.1803
765372227,tufts:pa.statesenator4.1816
h989r4056,tufts:ny.uscongress7.1793
vh53ww56j,tufts:pa.statesenator17.1818
7s75dd276,tufts:ny.uscongress9.1798
41687j40d,tufts:oh.commissioner.stark.1821
h989r406g,tufts:oh.countycommissioner.muskingum.1811
kw52j9101,tufts:oh.coroner.portagecounty.1824
bn999762t,tufts:oh.coroner.richlandcounty.1823
sx61dn08m,tufts:sc.assembly.liberty.1792
v692t709j,tufts:sc.assembly.lexington.1822
6t053g840,tufts:oh.countycommissioner.richland.1815
s7526d199,tufts:oh.countycommissioner.ross.1808
9g54xj32k,tufts:oh.countycommissioner.ross.1804
g158bj06v,tufts:va.congress.16.1825
vd66w075p,tufts:ma.uscongress.hampshirenorth.1808
vh53ww57t,tufts:va.congress.9.1825
rx913q686,tufts:va.houseofdelegates.bath.1812
qr46r158w,tufts:va.houseofdelegates.albemarle.1822
nk322f23r,tufts:va.executivecouncil.fifth.1799
h989r4099,tufts:va.electors.1824
vd66w076z,tufts:va.houseofdelegates.bath.1809
st74cr315,tufts:va.electors.1.1789
5712m7601,tufts:oh.staterepresentative.coshocton_tuscarawascounties.1819
h702q717h,tufts:va.constitutionalconvention.orange.1788
tx31qj51j,tufts:va.houseofdelegates.bath.1794
gt54kn907,tufts:oh.staterepresentative.washingtongalliamskngmathens.1807
73666540x,tufts:oh.staterepresentative.ross.1809
j9602144d,tufts:ky.assemblyjefferson.1821
mw22v6241,tufts:ky.conventiondelegatesfayette.1799
6w924c693,tufts:ct.ussenator.1802
f1881m698,tufts:ct.representative2.hartford.1803
2r36tz204,tufts:ky.clerkofthesenate.1824
707958559,tufts:ky.assemblylogan.1818
np193b09f,tufts:ky.assemblyhenderson.1824
jm214q05j,tufts:ny.uscongress6.1808
4b29b690d,tufts:va.houseofdelegates.loudoun.1803
jq085k87b,tufts:va.houseofdelegates.lancaster.1824
79407z02t,tufts:va.houseofdelegates.norfolk.1797
9c67wn73k,tufts:va.houseofdelegates.kingandqueen.1823
vq27zp20x,tufts:va.houseofdelegates.nansemond.1801
c821gk740,tufts:va.houseofdelegates.henrico.1798
c821gk73q,tufts:va.houseofdelegates.nottoway.1819
z603qz42q,tufts:va.houseofdelegates.harrison.1815
cz30pt60g,tufts:oh.staterepresentative.fairfield.1819
3j3333088,tufts:va.congress.11.1825
6m311q304,tufts:oh.sheriff.jefferson.1820
8w32r6362,tufts:va.houseofdelegates.bath.1803
1544bq01p,tufts:va.houseofdelegates.albemarle.1817
mp48sd662,tufts:va.governor.1819
37720d60h,tufts:oh.sheriff.lickingcounty.1822
v118rf44p,tufts:va.houseofdelegates.morgan.1821
3r074v75h,tufts:pa.ussenate.4.1825
rn301233h,tufts:oh.uscongress1.1814
3r074v747,tufts:oh.uscongress2.1822
t435gd884,tufts:va.houseofdelegates.madison.1822
td96k3327,tufts:va.houseofdelegates.jamescity.1822
2b88qd04w,tufts:oh.uscongress2.1820
02870w786,tufts:va.houseofdelegates.isleofwight.1819
zk51vh70w,tufts:nc.houseofcommons.orange.1808
wp988k651,tufts:nc.houseofcommons.moore.1811
vh53ww604,tufts:nc.houseofcommons.haywood.1811
8p58pd804,tufts:nc.houseofcommons.lincoln.1815
vq27zp216,tufts:nc.houseofcommons.duplin.1824
tm70mw14m,tufts:oh.commissioner.montgomery.1822
k3569531q,tufts:sc.assembly.special.charlestoncity.1817
wh246t095,tufts:sc.assembly.special.charlestoncity.1811
0k225b822,tufts:tn.assembly.jackson.1809
0p096783v,tufts:tn.assembly.maury.1815
zs25x9149,tufts:ny.speaker.1800
7s75dd322,tufts:oh.staterepresentative.ross.january.1803
jm214q073,tufts:oh.staterepresentative.rosscounty.1822
vq27zp22g,tufts:nc.houseofcommons.iredell.1824
hh63sw768,tufts:nc.houseofcommons.edenton.1812
08612p390,tufts:ky.assemblyscott.1813
fj236313w,tufts:nc.houseofcommons.burke.1811
g732d9862,tufts:ma.ussenate.senatevote1.1811
9g54xj35d,tufts:va.houseofdelegates.augusta.1812
1v53jx842,tufts:va.houseofdelegates.augusta.1808
hq37vp41x,tufts:va.governor.first.1811
44558f25j,tufts:pa.uscongress6.1812
m039k582m,tufts:pa.uscongress10.1814
t722h985j,tufts:pa.ussenate.election2.2.1824
q237hs80d,tufts:pa.ussenate.election3.7.1825
0r9674590,tufts:va.houseofdelegates.ohio.1819
z316q2471,tufts:tn.assembly.williamson.1819
nz806057k,tufts:oh.uscongress4.1816
wh246t116,tufts:oh.uscongress3.1822
1c18dg71x,tufts:oh.uscongress3.1816
vx021f99h,tufts:oh.statesenator.athenswashington.1815
s7526d22m,tufts:oh.staterepresentative.montgomery.1804
765372252,tufts:sc.assembly.allsaints.1792
z316q2489,tufts:sc.assembly.camden.1808
z603qz45j,tufts:oh.staterepresentative.medinacounty.1824
rv042v04n,tufts:oh.staterepresentative.miami.1815
sx61dn11x,tufts:ct.governor.1816
gq67js15n,tufts:ct.representative1.hartford.1816
zk51vh72f,tufts:ky.assemblynelson.1818
b5644s48g,tufts:ky.assemblynelson.1821
k643b215k,tufts:ms.assembly.adams.1823
zp38wd41z,tufts:ct.representative1.newhaven.1816
1544bq05s,tufts:oh.convention.1819
1r66j2048,tufts:sc.clerkofthehouse.first.1816
c247ds80n,tufts:sc.clerkofthehouse.second.1816
9019s3474,tufts:sc.assembly.special.marion.1823
d791sh18g,tufts:sc.assembly.special.st.bartholomews.1811
dj52w5480,tufts:sc.assembly.special.spartanburg.1803
v405sb24f,tufts:sc.assembly.special.st.andrews.1803
9880vr864,tufts:sc.assembly.orangeburgh.1800
7m01bm67f,tufts:ny.uscongress7.1810
rv042v05x,tufts:ny.uscongress6.1793
kp78gh26f,tufts:va.houseofdelegates.jefferson.1810
4f16c357m,tufts:va.houseofdelegates.montgomery.1818
d504rm209,tufts:ky.assemblywarren.1819
hq37vp43g,tufts:ky.assemblywarren.1823
5m60qs789,tufts:ky.assemblywashington.1814
rf55z8523,tufts:ky.assemblyscott.1822
0v838147f,tufts:oh.staterepresentative.miami.1818
ft848r54q,tufts:va.houseofdelegates.norfolkborough.1803
wm117p87k,tufts:oh.coroner.montgomery.1821
tt44pn68g,tufts:va.houseofdelegates.norfolk.1810
qb98mg49w,tufts:tn.special.senate.1824
pr76f444w,tufts:sc.assembly.allsaints.1818
ms35t9626,tufts:oh.statesenate.hamilton.1805
6w924c73p,tufts:ny.uscongress2.spring.1812
9g54xj387,tufts:ny.uscongress4.1804
8910jv69v,tufts:ny.uscongress5.1822
pg15bf880,tufts:oh.uscongress1.1822
k3569537c,tufts:ny.uscongress8.1804
fx719n41w,tufts:ny.uscongress4.1798
k930bz001,tufts:va.houseofdelegates.norfolk.special.1821
kd17ct744,tufts:oh.statesenator.butlercounty.1824
k06988349,tufts:oh.staterepresentative.trumbull.1813
g158bj120,tufts:oh.staterepresentative.trumbull.1814
m039k586q,tufts:oh.staterepresentative.starkcounty.1819
cr56n1894,tufts:nc.houseofcommons.granville.1808
mp48sd68m,tufts:nc.houseofcommons.anson.1817
wm117p894,tufts:nc.houseofcommons.nash.1813
j96021477,tufts:nc.houseofcommons.nash.1805
3484zh736,tufts:sc.assembly.winton.1802
pv63g1355,tufts:sc.assembly.winton.1796
ns064683r,tufts:oh.coroner.muskingum.1812
dn39x253c,tufts:sc.assembly.st.jamessantee.1812
f4752h71j,tufts:sc.assembly.st.jamessantee.1814
2801ph26f,tufts:oh.coroner.muskingum.1816
qr46r162g,tufts:tn.senate.grainger.1811
t435gd92q,tufts:oh.coroner.morgancounty.1824
hx11xg24r,tufts:ny.uscongress2and3.1804
h415pb399,tufts:ny.delegate.westchester.1821
05741s643,tufts:pa.uscongress7.1802
s4655h409,tufts:pa.uscongress6.1804
q237hs837,tufts:oh.statesenator.butler.1816
zs25x915k,tufts:ny.uscongress4.1790
dv13zv22p,tufts:ny.uscongress4.1793
jw827c61n,tufts:ny.uscongress3.1793
gb19f6638,tufts:ny.convention.queens.1801
